organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-12 0:00,-113.233276,58.088268,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-12 6:10,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-13 2:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-13 7:49,-113.233276,58.088268,60s None,Transcribed,1906,NONE,NONE,,,,,,,,1906
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-14 2:00,-113.233276,58.088268,60s None,Transcribed,1906,NONE,NONE,,,,,,,,1906
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-15 0:00,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-17 2:00,-113.233276,58.088268,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-17 7:42,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-19 5:59,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-20 7:37,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-21 0:00,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-21 2:00,-113.233276,58.088268,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-21 7:35,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-22 0:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-22 5:54,-113.233276,58.088268,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-23 7:33,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-24 2:00,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-25 5:50,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-26 0:00,-113.233276,58.088268,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-28 5:46,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2015-05-30 0:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-21 2:00,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-21 6:53,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-22 2:00,-113.233276,58.088268,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-22 6:50,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-26 0:00,-113.233276,58.088268,60s None,Transcribed,17,RUGR,Ruffed Grouse,Aves,1,4.5,Non-vocal,1,,FALSE,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-04-28 6:37,-113.233276,58.088268,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-01 2:00,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-02 2:00,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-03 0:00,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-06 6:20,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-07 0:00,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-07 6:18,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-07 7:58,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-09 2:00,-113.233276,58.088268,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-10 6:13,-113.233276,58.088268,60s None,Transcribed,1170,RUGR,Ruffed Grouse,Aves,1,34.3,Non-vocal,1,,FALSE,1170
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-11 6:11,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-12 6:09,-113.233276,58.088268,60s None,Transcribed,841,RUGR,Ruffed Grouse,Aves,1,25.85,Non-vocal,1,,FALSE,841
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-13 0:00,-113.233276,58.088268,60s None,Transcribed,1909,RUGR,Ruffed Grouse,Aves,1,0.15,Non-vocal,1,,FALSE,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-13 2:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-13 6:07,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-16 2:00,-113.233276,58.088268,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-17 2:00,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-17 7:40,-113.233276,58.088268,60s None,Transcribed,17,RUGR,Ruffed Grouse,Aves,1,15.05,Non-vocal,1,,FALSE,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-20 0:00,-113.233276,58.088268,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-20 2:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-20 5:56,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-22 0:00,-113.233276,58.088268,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-22 2:00,-113.233276,58.088268,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-23 0:00,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-23 5:52,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-24 0:00,-113.233276,58.088268,60s None,Transcribed,877,NONE,NONE,,,,,,,,877
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-24 5:50,-113.233276,58.088268,60s None,Transcribed,877,NONE,NONE,,,,,,,,877
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-25 2:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-26 2:00,-113.233276,58.088268,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-28 0:00,-113.233276,58.088268,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-29 0:00,-113.233276,58.088268,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,294-NW,2016-05-29 5:44,-113.233276,58.088268,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-21 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-22 0:00,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-24 6:47,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-25 2:00,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-25 6:45,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-26 6:43,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-27 6:41,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-28 2:00,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-04-29 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-01 6:32,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-02 0:00,-112.838333,58.05516,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-02 6:30,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-03 0:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-03 2:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-03 6:28,-112.838333,58.05516,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-06 2:00,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-08 2:00,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-09 2:00,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-09 7:56,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-10 0:00,-112.838333,58.05516,60s None,Transcribed,1906,NONE,NONE,,,,,,,,1906
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-10 6:14,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-11 0:00,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-11 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-11 6:12,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-13 2:00,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-13 6:09,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-13 7:49,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-14 6:07,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-14 7:47,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-18 0:00,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-20 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-20 7:37,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-21 5:55,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-22 7:34,-112.838333,58.05516,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-23 2:00,-112.838333,58.05516,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-23 5:53,-112.838333,58.05516,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-26 0:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-27 0:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-27 5:47,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-27 7:27,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-28 0:00,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-28 7:26,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-29 5:45,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-29 7:25,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-30 0:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2015-05-30 5:44,-112.838333,58.05516,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-19 6:57,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-20 2:00,-112.838333,58.05516,60s None,Transcribed,877,NONE,NONE,,,,,,,,877
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-20 6:55,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-22 6:50,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-23 2:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-23 6:48,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-24 6:46,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-26 6:41,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-27 6:39,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-04-30 6:33,-112.838333,58.05516,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-01 0:00,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-03 0:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-03 2:00,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-04 0:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-05 0:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-05 6:22,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-06 6:20,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-07 6:18,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-07 7:58,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-08 0:00,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-10 0:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-10 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-11 7:51,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-12 0:00,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-13 2:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-14 2:00,-112.838333,58.05516,60s None,Transcribed,877,NONE,NONE,,,,,,,,877
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-15 0:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-16 0:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-19 0:00,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-19 7:37,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-20 5:56,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-21 0:00,-112.838333,58.05516,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-22 5:53,-112.838333,58.05516,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-22 7:33,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-23 2:00,-112.838333,58.05516,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-25 2:00,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-25 7:29,-112.838333,58.05516,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-26 2:00,-112.838333,58.05516,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-26 5:48,-112.838333,58.05516,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,295-NW,2016-05-29 2:00,-112.838333,58.05516,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-20 2:00,-112.561646,57.981269,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-20 6:57,-112.561646,57.981269,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-21 2:00,-112.561646,57.981269,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-22 0:00,-112.561646,57.981269,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-22 6:52,-112.561646,57.981269,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-23 2:00,-112.561646,57.981269,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-24 0:00,-112.561646,57.981269,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-25 2:00,-112.561646,57.981269,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-26 6:43,-112.561646,57.981269,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-28 6:39,-112.561646,57.981269,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-30 0:00,-112.561646,57.981269,60s None,Transcribed,1906,NONE,NONE,,,,,,,,1906
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-04-30 6:34,-112.561646,57.981269,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-01 6:32,-112.561646,57.981269,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-03 6:28,-112.561646,57.981269,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-04 0:00,-112.561646,57.981269,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-04 2:00,-112.561646,57.981269,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-07 0:00,-112.561646,57.981269,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-07 2:00,-112.561646,57.981269,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-08 6:18,-112.561646,57.981269,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-09 2:00,-112.561646,57.981269,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-09 7:56,-112.561646,57.981269,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-10 2:00,-112.561646,57.981269,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-10 7:54,-112.561646,57.981269,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-12 0:00,-112.561646,57.981269,60s None,Transcribed,877,NONE,NONE,,,,,,,,877
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-14 7:47,-112.561646,57.981269,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-15 0:00,-112.561646,57.981269,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-16 7:43,-112.561646,57.981269,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-17 2:00,-112.561646,57.981269,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-17 6:02,-112.561646,57.981269,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-18 0:00,-112.561646,57.981269,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-18 6:00,-112.561646,57.981269,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-19 5:59,-112.561646,57.981269,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,296-NW,2015-05-19 7:39,-112.561646,57.981269,60s None,Transcribed,1060,NONE,NONE,,,,,,,,1060
